QU,FC,314159,1024,16,19,5,14,1008,1.7533e-05
QU,FC,314159,1024,32,36,7,29,992,3.6394e-05
QU,FC,314159,1024,64,72,15,57,960,5.351e-05
QU,FC,314159,1024,128,162,60,102,896,6.993e-05
QU,FC,314159,1024,256,356,176,180,768,8.865e-05
QU,FC,314159,1024,512,936,690,246,512,0.000105485
QU,FC,314159,1024,1024,2715,2669,46,164,0.00012232
QU,FC,314159,1024,2048,1970,1803,167,24,0.000139364
QU,FC,314159,1024,4096,1088,132,956,2,0.000156685
QU,FC,314159,1024,8192,1023,0,1023,1,0.000173867
QU,FC,314159,1024,16384,1023,0,1023,1,0.00019161
QU,FC,314159,1024,32768,1023,0,1023,1,0.000208305
QU,FC,314159,1024,65536,1023,0,1023,1,0.000224092
QU,FC,314159,1024,131072,1023,0,1023,1,0.000240232
QU,FC,314159,1024,262144,1023,0,1023,1,0.000257136
QU,FC,314159,1024,523776,1023,0,1023,1,0.000275228
UW,FC,314159,1024,16,16,0,16,1008,1.793e-05
UW,FC,314159,1024,32,32,0,32,992,3.5515e-05
UW,FC,314159,1024,64,65,2,63,960,5.3449e-05
UW,FC,314159,1024,128,131,6,125,896,7.0546e-05
UW,FC,314159,1024,256,272,32,240,768,8.8057e-05
UW,FC,314159,1024,512,649,265,384,512,0.000106128
UW,FC,314159,1024,1024,1234,703,531,164,0.00012287
UW,FC,314159,1024,2048,1040,80,960,24,0.00014073
UW,FC,314159,1024,4096,1022,0,1022,2,0.000158871
UW,FC,314159,1024,8192,1023,0,1023,1,0.00017485
UW,FC,314159,1024,16384,1023,0,1023,1,0.000191526
UW,FC,314159,1024,32768,1023,0,1023,1,0.00020918
UW,FC,314159,1024,65536,1023,0,1023,1,0.000225788
UW,FC,314159,1024,131072,1023,0,1023,1,0.000242744
UW,FC,314159,1024,262144,1023,0,1023,1,0.000259486
UW,FC,314159,1024,523776,1023,0,1023,1,0.000276859
UR,FC,314159,1024,16,16,0,16,1008,1.7594e-05
UR,FC,314159,1024,32,32,0,32,992,3.4696e-05
UR,FC,314159,1024,64,69,10,59,960,5.1382e-05
UR,FC,314159,1024,128,135,14,121,896,6.7858e-05
UR,FC,314159,1024,256,275,38,237,768,8.5028e-05
UR,FC,314159,1024,512,665,295,370,512,0.00010262
UR,FC,314159,1024,1024,1292,804,488,164,0.000118888
